比尔有9颗弹球,吉姆比比尔少7颗.请问比尔有几颗弹球?
20%的酒精溶液与35%的酒精溶液混合,得到60液盎司的25%的酒精溶液.每种需要多少液盎司?
乔治可以在70分钟内完成一件工作,而安倍可以在30分钟内完成同样的工作.如果这两个工人一起工作,他们需要多长时间才能完成这项工作?
一种含40%酒精,另一种含70%酒精.要得到80升49%的溶液,每种溶液的用量是多少?
时速45英里的卡车和时速60英里的火车行驶相同的距离.卡车比火车多开两小时.每趟旅行多少人?
第一个人可以在3小时内完成7项工作,第二个人可以在5小时内完成8项工作.他们要合作多久才能完成59项工作?
迈克可以在14小时内粉刷一个房间,鲍勃可以在10小时内粉刷一个房间.如果他们一起工作,完成工作需要多长时间?
两年后汉娜的年龄将是她弟弟劳埃德的两倍.汉娜现在8岁了.劳埃德多大了?
多萝西的年龄是她姐姐的三倍.五年后她的年龄将是她姐姐的两倍.多萝西和她的妹妹现在多大了?
露丝的年龄是帕特的两倍.4年后,露丝的年龄将是帕特3年前的三倍.他们现在都多大了?
juans的年龄是5岁,是马格努斯年龄的两倍多.他们的年龄加起来是29岁.找出他们的年龄.
乔有个女儿叫简.他们的年龄之和是54他们之间的年龄差是22.他们多大了?
泰勒可以在12小时内粉刷一个房间.詹妮弗可以在10小时内粉刷房间.如果泰勒和詹妮弗一起工作,他们粉刷房间需要多长时间?
托尼和贝琳达加起来有56岁.贝琳达8岁,是托尼的两倍还多.它们的年龄是多少?
亨利的年龄是阿里的三倍.如果他们的年龄加起来是48岁,那么他们现在多大了?
一位母亲比她的女儿大27岁.一年前,这位母亲的年龄是她女儿的两倍.他们现在都多大了?
泰勒比他姐姐大六岁,他们的年龄加起来是32岁.泰勒多大了?他的妹妹多大了?
甲号列车正以每小时82.1英里的速度从奥斯汀开往休斯顿.乙次列车以每小时109.071英里的速度开往奥斯汀.在240英里的旅程中,他们需要多久才能超过对方?
两辆车离开一个加油站,朝相反的方向行驶.一辆车以每小时60英里的速度行驶,另一辆以每小时64英里的速度行驶.多少小时后他们就会相距310英里?
安比她姐姐苏珊大5岁.他们年龄的总和是27.每个女孩多大了?
如果用30%的甘油溶液和90%的甘油溶液混合制成100加仑75%的甘油溶液,每种溶液必须用多少加仑?
奥利维亚有32张邮票,莎莉有154张.每个人都买了相同数量的邮票,现在萨利的邮票是奥利维亚的3倍.他们总共买了多少张邮票?
将一块120厘米长的木板切成两块,使长一块的长度比短一块的长度的两倍长15厘米.短的那一段有多长?
一位邮局职员以4.80美元的价格卖出75枚邮票.有些是5分的,有些是8分的.每一种他卖了多少?
托马斯33岁,蒂姆6岁.再过多少年托马斯的年龄会是蒂姆的四倍
8年前牙医年龄的六分之一等于8年后牙医年龄的十分之一.他现在多大了?
园丁甲能在3小时内修剪完一整块草坪.园丁乙可以在5小时内修剪同样的草坪.如果他们一起工作,修剪草坪要多长时间?
两艘汽船同时离开一个港口,向相反的方向行驶.每辆车的时速是22英里.它们相距110英里需要多长时间?
一个男人的年龄是他儿子的七倍.8年后他的年龄将只有他儿子的三倍.这个男人现在多大了
佩特拉和她母亲的年龄加起来是45岁.她的母亲9岁,比佩特拉的两倍还大.佩特拉和她妈妈多大了
特德跑得比弗兰克快三分之二.两个小时后,弗兰克比特德多跑了八英里.每个人跑得有多快?
当萨莉问约翰尼他多大了,他回答说两年后他的年龄将是三年前的两倍.约翰尼多大了?
五年前,杰玛的年龄是托尼现在的两倍.七年后,杰玛的年龄将是托尼现在的五倍.杰玛和托尼现在的年龄是多少?
72名学生被分成两组.第一组的人数是第二组的五倍.每组有多少学生?
苏现在的年龄是露易丝的七倍.六年后,苏的年龄将是露易丝的五倍.找出每个人现在的年龄.
本粉刷栅栏3小时,比利粉刷4小时.他们一起画画要多久
五年前,约翰的年龄是他八年后的一半.他现在多大了?
白夫人和她的女儿珍妮的年龄加起来是70岁.他们的年龄差是32岁.珍妮多大了?
马克有45美分的10分和5分硬币.他的五分硬币比一角硬币多三个.马克有多少种硬币?
60%的防冻液和54%的防冻液要混合多少才能得到39加仑的58%的防冻液?
如果萨拉可以在4小时内刷完房子,比尔可以在6小时内刷完同样的房子,那么他们一起刷房子需要多长时间?
丽莎将制作25%果汁的潘趣酒,将纯果汁加入到2升含有10%纯果汁的混合物中.她需要加多少升纯果汁?
巴德的年龄是他叔叔年龄的三分之一.如果巴德8岁了,他的叔叔多大了?
我想用27美元给朋友买花.雏菊1美元一朵,玫瑰3美元一朵.但我买的雏菊比玫瑰多3朵.玫瑰花了多少钱?
乔什有25枚硬币.这些是五分和一角的硬币.如果他有1.95美元,他会有多少
在一次测试中,你错过的题目是你朋友的5倍.如果你们一起错过了216道题,你们错过了多少道?
玛丽的年龄是约翰的四倍.他们的年龄相差42岁.每个人的年龄.
拉杰11岁,他叔叔59岁.多少年前拉杰的叔叔是拉杰的七倍大.
我的五分硬币是二分硬币的两倍.如果硬币值4.9美元,那么有多少25美分硬币?
丹尼40岁,简26岁.多少年前丹尼的年龄是简的三倍?
佩特拉和她母亲的年龄加起来是47岁.她的母亲14岁,是佩特拉的两倍多.佩特拉和她妈妈多大了?
你有两毛八的硬币.便士的数目比五分硬币的数目少36.你有多少便士?
你的老师给了你一份包含40道题的100分的测试.考试题目有两点和四点.考试中每种类型有多少道题?
我有34个1角和5分的硬币,等于2.50美元.我有几个五分钱?
吉姆比珍妮丝大七岁.年龄的总和是41岁.每个人的年龄.
迈克尔在一个集市上总共卖出了320张票.收到的钱是1255美元.每张成人票5美元,每张儿童票2美元.他卖了多少张成人票.
格兰杰先生十岁,比他儿子的两倍还大.然而,去年他才4岁,还不到他儿子的3倍.格兰杰先生和他的儿子多大了?
浴缸装满水需要10分钟,放掉水需要12分钟.如果排水管一直开着而不被发现,要多久才能把浴缸灌满水?
如果萨拉可以在4小时内刷完一间房子,约翰可以在6小时内刷完一间房子,那么他们两个一起工作需要多长时间才能刷完一间房子呢?
艾伯特今年15岁,他爸爸48岁.多少年前他爸爸的年龄是当时艾伯特的四倍?
两兄弟的总数是46.弟弟10岁,比哥哥的三分之一还大.弟弟多大了?
鲍勃的年龄与卡罗尔的年龄之和是66.卡罗尔的年龄是鲍勃的三倍多.卡罗尔和鲍勃多大了?
三年后,亚历克斯将是他妹妹普蕾西的三倍大.一年前,亚历克斯的年龄是普蕾西的7倍.他们现在多大了?
如果我现在的年龄是我女儿的4倍,7年前是她的11倍,那我现在多大了?
你洗一扇窗户需要2分钟,你的朋友洗一扇窗户需要3分钟.如果你们俩一起工作,要花多长时间洗25扇窗户?
洛娜的年龄是彼得的两倍.如果他们的年龄加起来是9岁,那么彼得多大了
朱莉比亚伦大四倍.10年后朱莉的年龄将是亚伦的两倍.朱莉和亚伦多大了?
周杰伦花了2个小时刷墙,他的兄弟花了3个小时.他们两个合作要多久?
当被问到他多大了,一个男孩回答说:“我比5年前大了两倍.“他现在多大了?”
何塞和亚历克斯一起粉刷一辆车需要多长时间,何塞一个人7天,亚历克斯一个人5天?
雷吉比拉尼大5岁.5年前,他们的年龄加起来是25岁.他们现在多大了?
你要把30%的溶液和80%的溶液混合得到40盎司45%的溶液.每种溶液你需要多少?
沃特去年兼职赚了9000美元.他以9%的利率投资一部分钱,其余的以8%的利率投资.他总共赚了770美元的利息.8%的利率下投资了多少?
我有56个10比索和5比索的硬币.如果我总共有440.00个硬币,每种硬币有多少个?
一个农场有200个头和,540英尺.有多少头牛（4 条腿）和多少只鸡（2 条腿）？
一家宠物店卖狗和鹦鹉.他们数了15个头和42英尺.那里有多少只狗?
兰迪·霍华德能在30分钟内打完一篇论文.他的妹妹candy能在45分钟内打出同样的纸.如果他们一起打论文要花多少分钟?
斯坦投资了5000美元,部分利率8%,部分利率17%.如果年底的总利息是490美元,在8%的利率下他投资了多少?
价值8.85美元的25分和1分硬币.只有45枚硬币.有几个四分之一.有多少个角
如果你卖了一半票,把剩下的四分之一送人.相当于3600张票.一开始你有多少?
詹娜比达利斯大5岁.他们年龄的总和是21岁.珍娜和达利斯多大了?
安迪比汤姆大6岁.他们的年龄总和是26岁.他们多大了?
汤姆的年龄是托德的四倍.7年后,汤姆的年龄将是托德的3倍不到5岁.托德多大了?
亚当能在5小时内刷完房子.奥黛丽能在6小时内粉刷完同样的房子.如果他们一起工作,粉刷房子需要多长时间?
儿子比爸爸小四倍.儿子和父亲的差距是27.儿子和爸爸多大了?
小联盟棒球队一个赛季要打130场比赛.如果球队赢了比输掉的比赛多14场,那么球队赢了多少场,输了多少场?
艾琳和苏珊都带着他们的狗去散步.他们一起走了15英里.如果erin比苏珊少走了3英里,那么苏珊带着她的狗走了多远?
储蓄罐里有19.75美元的25美分和10美分硬币,总共等于100枚硬币.有多少一角硬币?
一个大水箱能装100加仑的纯水.需要加入多少加仑含25%盐的盐水才能得到含10%盐的溶液?
迪欧用20比索的纸币和5比索的硬币付了285比索的杂货账单.如果他总共付了24张钞票和硬币,他每种有多少?
一位父亲现在的年龄是他女儿的两倍.十年前他的年龄是她的三倍.他们现在多大了?
安娜今年54岁,她的母亲克拉拉80岁.多少年前,她的母亲是她女儿安娜的三倍大?
一支篮球队打了62场比赛.他们赢的比输的多28分.他们赢了多少,输了多少?
将80%的丙酮与30%的丙酮混合,制成40毫升50%的丙酮.每种起始溶液你需要多少?
8台拖拉机犁地需要12天,15台拖拉机需要多长时间?
学生票4美元,普通入场券6美元.你卖出525张票,收2876美元.你卖了多少学生票,卖了多少普通入场券?
一根177英寸的管子被切成两段.一块是另一块的两倍长.求这两段的长度.
在一次销售中,一个汽车经销商卖出了69辆小汽车和卡车.如果她卖出的汽车比卡车多27辆那她卖出了多少辆卡车?
亚瑟用10美元买了3个汉堡和4个热狗.第二天,他花7美元买了2个汉堡和3个热狗.一个热狗多少钱?
马可有150个硬币,都是五分和一角的.他的一角比五分多12个.他有几个五分硬币和几个一角硬币?
一个农舍有15只动物.有些是山羊,有些是鸭子.总共有48条腿.每种动物有多少只?
高中毕业班由466名学生组成.女孩比男孩多212人.班上有多少男生?
在一个有35个学生的班级里,女生的数量是男生的0.4.找出班上女生的人数.
音乐会的票价为学生9美元,非学生11美元.2000张门票共售出20960美元.卖出了多少张学生票?
共有21种动物,都是羊和鸡.如果一共有56条腿,21种动物中有多少是羊?有多少只鸡?
侏罗纪动物园的票价是成人8美元,儿童4美元.201人的总账单是964美元.动物园里有多少孩子?
一个木匠估计要花980美元盖一个露台.他每小时的工资是28美元,他预计需要560美元的材料.这项工作要花多少小时?
今年运动型多用途车(suv)的价格为1.6万美元,仅为去年的0.8美元.找出去年这辆车的价值.
有22只鸡和牛在一个农场.它们合在一起有60条腿.有多少只鸡?多少头牛?
一本教科书在书店的售价是44美元,而商店的售价是55美元.根据销售价格找出利润.
一辆汽车在11小时内行驶了715公里.它的平均速度是多少?
一份食谱需要两杯糖.你发现你只剩下半杯糖了.这道菜你能做多少?
农民有牛和鸡.他只看到了50条腿和18个头.有多少只牛,多少只鸡?
一条裤子和一条皮带的总价是70美元.如果这条裤子的价格比腰带低5美元,这条裤子的价格是多少?
世界上最年长的新娘比她的新郎大19岁.他们的年龄加起来共有185岁.新娘多大了?新郎多大了?
代数1班有27个学生.女孩比男孩少5人.班上有多少女生?
一条裤子的售价是34美元.如果商店为这条裤子少付了8美元,找出商店以美元支付的价格.
托尼种了一棵4英尺高的树.这棵树以每年5英尺的速度生长.要多少年才能变成29英尺?
每个钱包7美元.围巾每条8美元.17件商品总共卖了130美元.卖出了多少个钱包?卖出了多少条围巾?
如果120个棒棒糖值90美元,那么1个棒棒糖值多少美元?
谷仓院子里有11只动物.有些是鸡,有些是牛.总共有38条腿.谷仓的院子里有多少只鸡和牛?
6个苹果和3个橘子值3美元.两个苹果和五个橘子值3美元.求每个苹果和一个橘子的价格.
丽扎第一个儿子出生时25岁.如今,他们的年龄加起来是105岁.丽扎和她儿子现在多大了?
一架飞机以每小时3.5加仑的速度使用燃料,它的油箱里还剩12.0加仑.这架飞机还能飞多久?
米奇在给他的朋友们买糖果.他想给每个朋友2块.他能买得起24块糖.他能招待多少朋友?
有42个人.儿童是成人的两倍.有多少孩子参加了?
成人票5.50美元,儿童票3.50美元.如果用83.50美元买21张票,一共买了多少张成人票和儿童票?
